ID,任务变量,任务编号,任务名称,任务图片,说明文字,初版翻译,其他备选
206,21,2,各地美食,D_206,寿阳吴丹委托完成。,Shouyang Wu Dan Commission completed.,
207,22,1,即墨的女子,D_207,如果有机会去即墨，记得为寿阳铁泽居的刘铁山到海边找一位名叫张艳的女子。,"If you get a chance to visit Jimo, remember to find a woman named Zhang Yan by the sea for Liu Tieshan of Shouyang Tieze Residence.",
208,22,2,交还玉石,D_208,张艳不收刘师父给的东西，还对你说了一些莫名其妙的话，得把这件事情告诉寿阳铁泽居的刘铁山。,hang Yan refused Master Liu's gift and said strange things. Tell Liu Tieshan at Shouyang Tieze Residence.,
209,22,3,宝玉问情,D_209,寿阳刘铁山委托完成,Shouyang Liu Tieshan Commission completed,
210,23,1,寻找银器,D_210,为陈州玲珑斋的老板娘找一把银角梳，以便她能凑齐一套银器当聘礼。,"Find a Silver Horn Comb for the owner of Chenzhou's Linglong Shop, so she can complete a set of silverware as a betrothal gift.",
211,23,2,银器聘礼,D_211,陈州郑灿英委托完成。,Chenzhou Zheng Canying Commission completed.,
212,24,1,归还银钱,D_212,帮吉顺把多余的钱还给夏拉，夏拉就在车马驿上面的葡萄架附近。,Help Jishun return the extra money to Xiala. Xiala is near the grape trellis above the carriage post station.,
213,24,2,回复吉顺,D_213,夏拉已经收下了吉顺的钱，回去告诉吉顺吧。,Xiala has already accepted Jishun's money. Go back and tell Jishun.,
214,24,3,吉顺大饼,D_214,播仙镇吉顺委托完成。,Buxian Town auspiciously completes Commission.,
215,25,1,寻找神秘人,D_215,帮车马驿老板狄丽拜尔找出那个扬言要“窃婚”的人。,Help carriage post owner Dilber find the person who threatened to 'steal a marriage.',
216,25,2,事实真相,D_216,把塔依夫的事情告诉狄丽拜尔。,Tell Dilibaier about Tayif's matter.,
217,25,3,月圆窃婚,D_217,播仙镇狄丽拜尔委托完成。,Buxian Town Dilbair Commission completed.,
218,26,1,寻找秘笈,D_218,为虚合找一本《钉耙秘笈》。,Find a copy of Rake Secret Manual for Xuhe.,
219,26,2,琼华锄法,D_219,昆仑琼华派虚合委托完成。,Kunlun Qionghua Sect Xuhe Commission completed.,
220,27,1,寻找宝剑,D_220,为明锻带一把玉柄龙吟剑去。,Bring a Jade Hilt Dragon Chant Sword to Mingduan.,
221,27,2,玉柄龙吟,D_221,昆仑琼华派明锻委托完成。,Kunlun Qionghua Sect Mingduan Commission completed.,
222,28,1,丢失的宝石,D_222,找到长河铁铺老板丢失在月牙河谷的月长石。,Find the Moonstone that the Changhe Iron Shop boss lost in Crescent Valley.,
223,28,2,月长石,D_223,月牙村李元勇委托完成。,Moon Village Li Yuanyong Commission completed.,
224,29,1,狐仙所窃,D_224,帮余子坚找回被狐仙拿走的紫蕴玄参。,Help Yu Zijian retrieve the Purple Mystic Ginseng taken by the fox spirit.,
225,29,2,紫蕴玄参,D_225,即墨余子坚委托完成。,Jimo Yu Zijian Commission completed.,
226,30,1,一盘点心,D_226,帮宋老板将一盘糕点拿给在海边栈桥上的任老爹品尝。,Help Boss Song deliver a plate of pastries to Old Man Ren on the seaside pier for tasting.,
227,30,2,回复宋圆,D_227,把任老爹说的话转告宋老板。,Relay Old Man Ren's words to Shopkeeper Song.,
228,30,3,即墨美食,D_228,即墨宋圆委托完成。,Jimo Song Yuan Commission completed.,
229,31,1,发带主人,D_229,帮方正问问街坊邻居，有谁丢了发带没有。,Help Fang Zheng ask the neighbors if anyone lost a hair ribbon.,
230,31,2,羞涩的女子,D_230,回去告诉方正李秀华的心意。,Return and tell Fangzheng Li Xiuhua's feelings.,
231,31,3,绣名发带,D_231,即墨方正委托完成。,Jimo Fang Zheng Commission completed.,
232,32,1,寻找灵骨,D_232,从百翎洲的大狂身上取得一块灵骨突，交给居巢国聚宝盆的老板。,Obtain Spirit Bone Spike from Great Madness of Bailing Island and give to Juchao Kingdom Treasure Basin shopkeeper.,
233,32,2,大狂之灵,D_233,居巢国火焱委托完成。,Juchao Kingdom Huo Yan Commission completed.,
234,33,1,寻找纸笔,D_234,为居巢国铁钺铜爵的老板找木炭和兽皮各10份。,Find 10 each of Charcoal and Beast Hide for the boss of Juchao KingdomIron Axe Bronze Cup.,
235,33,2,居巢书院,D_235,居巢国河颐委托完成。,Juchao Kingdom He Yi Commission completed.,
236,34,1,润泽之物,D_236,找一片濡润叶，拿给鬼界药铺的老板。,Find a piece of Moistening Leaf and take it to the boss at Herbalist in the Ghost Realm.,
237,34,2,治病救鬼,D_237,鬼界王济新委托完成。,Ghost Realm Wang Jixin Commission completed.,
238,35,1,桃木之剑,D_238,为酆都辟邪铁铺的老板找一把木剑来。,Find a Wooden Sword for the boss of FengduWard Off Evil Iron Shop.,
239,35,2,辟邪木剑,D_239,酆都甘将委托完成。,Fengdu Ganjiang Commission completed.,
240,36,1,疗伤之药,D_240,为绮梦幽实的枕影找紫陌清风、无衣神水各5份。,Find 5 each of Purple Path Clear Wind and Clothless Divine Water for Zhenying of Fantasy Dream Fruit.,
241,36,2,旧伤难愈,D_241,幻瞑界枕影委托完成。,Huanming Realm Pillow Shadow Commission completed.,
242,37,1,举火之材,D_242,将一颗炼火珠送去给冷焰寮的老板。,Deliver one Fire Refining Pearl to Cold Flame Lodge's boss.,
243,37,2,炼火为灵,D_243,幻瞑界溪玉幻委托完成。,Huanming Realm Xi Yuhuan Commission completed.,
300,1,1,尚书之子,V_001,在陈州街头遇到的少年自称景阳，是当朝礼部尚书之子，画得一手百年难遇的烂画。以后如果有机会，不妨回陈州来看看他。,"In Chenzhou, met Jingyang, a Minister's Son in Ministry of Rites, who paints terribly. Return later to see him.",
301,1,2,钱庄取钱,V_002,景阳为了给遭人陷害、丢官卧病的父亲买药，在街头卖字画。菱纱念其一片孝心，而景大人又是好官，打算去宝气钱庄取钱帮他。,"Jingyang sells art to buy medicine for his father, framed and ill. Moved by him, Lingsha withdraws money from Treasure Aura Bank to help.",
302,1,3,蜀中巨富,V_003,景阳称自己的后代之中有一人能成为蜀中巨富，欠菱纱的钱，到那时再还便是……看来这辈子就别想收回这笔帐啦！（蜀中巨富完成）,Jingyang claims a descendant will become Shu's Great Wealth and repay then. Debt unrecoverable in this lifetime! (completed),
303,5,1,蜀山弟子,V_004,那位面冷心热的蜀山门人说自己正在追踪门中叛徒。看他御剑的方向似乎往东北去了，有时间不妨前去帮忙？,"That cold-faced, warm-hearted Shu Shan disciple said he's tracking a sect traitor. He flew northeast. Help if time permits.",
304,5,3,子矛之誓,V_005,道臻不惜违抗师命，盗取蜀山灵丹，为的乃是幼时保护弟弟的誓言。如今道臻已独自回蜀山向师门请罪。（子矛之誓完成）,Dao Zhen defied master and stole Shu Shan elixir to protect his brother. Returned to Shu Shan to face punishment. (completed),
305,4,1,凤凰花枝,V_006,帮玄霄去后山醉花荫中取一截凤凰花枝来。,Help Xuanxiao fetch a section of Phoenix Flower Branch from Drunken Flower Shade in the back mountain.,
306,4,2,凤凰花仙,V_007,将花仙沐风赠予的凤凰花枝拿回禁地给玄霄。,Take the Phoenix Flower Branch given by Flower Fairy Mufeng back to the forbidden area and give it to Xuanxiao.,
307,4,3,凤凰长离,V_008,见到凤凰花枝的玄霄，似乎回忆起一些尘封的往事，花落花又开，逝去的时光却再也无法挽回……（凤凰长离完成）,"Seeing Phoenix Flower Branch, Xuanxiao recalls sealed memories. Flowers fall and bloom, time lost forever... (completed)",
308,2,1,怀朔捉虫,V_009,在草地上帮怀朔捉了一些叫声好听的虫子，听说这些虫是璇玑想要的？,Helped Huaishuo catch some insects with pleasant chirps on the grass; heard these were wanted by Xuanji?,
309,2,2,夏虫轻鸣,V_010,璇玑似乎不想要怀朔捉到的虫子了，反而是怀朔自己觉得这些虫子有趣，养在了房间里。不知以后又会怎样？,Xuanji doesn't want Hua Shuo's bugs. Hua Shuo finds them interesting and keeps them in his room. Wonder what will happen later?,
310,2,3,夏螟虫,V_011,琼华派脱离山体飞升而起，害死无数修行低微的弟子，璇玑也未能幸免……（夏螟虫完成）,"Qionghua Sect ascended, killing many low cultivation disciples, including Xuanji... ( completed)",
311,7,4,幻化梦境,V_012,沉睡九年的欧阳小姐是被一种霸道的咒术困于梦中，若是他日能见到施咒的法阵，一定要前去破除咒阵，救出欧阳小姐。,"Miss Ouyang, asleep 9 years, is trapped by a powerful curse in dreams. If the curse array is ever found, must break it to save her.",
312,7,5,爱恨难明,V_013,欧阳明珠得知相伴九年的恋人厉江流乃是自己杀父仇人之后，竟毅然赴死……可怜还在陈州守着自家小姐的钟伯……有机会的话回去探望一下吧。,"After learning her lover Li killed her father, Ouyang Mingzhu chose death. Uncle Zhong guards her in Chenzhou. Visit him if possible.",
313,7,7,明珠有泪,V_014,回到陈州的时候，钟伯已在料理自家小姐的后事，结束之后便要迁居别处了。（明珠有泪完成）,"Returning to Chenzhou, Zhong Bo handled his lady's funeral and plans to relocate. (Pearl Has Tears completed)",
314,8,1,嗜酒女子,V_015,那个有“会动的木头老鼠”的女子说要去陈州喝酒，如果想找她，不如去陈州的酒肆看看？,"The woman with 'moving wooden mouse' went to Chenzhou to drink. If you want to find her, perhaps check the taverns in Chenzhou?",
315,8,2,夙莘师叔,V_016,听夙莘大姐的相公说，碗丘山有野兽伤人，还是快跟去，看看能不能帮上忙吧。,"According to Sister Sushen's husband, there are wild beasts attacking people in Bowl Hill. Better hurry and see if we can help.",
316,8,3,机关人,V_017,夙莘大姐不愿回琼华派，只给了紫英一个木头箱子，说若是掌门问起，就在掌门面前打开这个箱子。,"Suxin refused to return to Qionghua Sect, giving Ziying a wooden chest. If Sect Leader asks, open chest in front of him.",
317,8,4,偃师,V_018,从夙莘大姐给的木头箱子里面飞出一只机关鹰，张口说话却是夙莘的声音，说的却也是自己不愿再回琼华派。掌门对此十分失望。（偃师完成）,"Mechanical eagle from Sushen's box spoke with her voice, saying she won't return to Qionghua. Sect leader disappointed. ( completed)",
318,3,1,会飞的猪,V_019,在太一仙径，从怪物手里抢到一只会飞的小猪。这只猪看起来很勇敢，不仅不怕天河，还一直跟着天河。,"At Taiyi Immortal Path, snatched a flying piglet from a monster. The pig is brave and follows Tianhe.",
319,3,2,通灵仙兽,V_020,原来这只一直跟着天河的小东西就是传说中的五毒兽，为了报答天河，所以才一直跟着他。听到天河说想烤了它，它伤心地飞走了……,"Creature following Tianhe is Five Poison Beast, repaying kindness. It flew away when Tianhe said he'd roast it.",
320,3,3,五毒兽,V_021,小五毒兽忽然送来很多宝石，依旧想跟着天河修行。不过在梦璃的劝说下，它最终还是离开了。（五毒兽完成）,"Little Five Poison Beast brought gems, wanting to train with Tianhe. After Mengli's persuasion, it left. (completed)",
321,6,1,魔剑,V_022,听小葵所说，此剑乃是一柄魔剑，动辄反噬持剑之人，十分危险。紫英誓要寻找净化此剑的方式，因此将之带走。（魔剑完成）,"Xiaokui says this sword is a Cursed Sword that backlashes, so dangerous. Ziying vows to purify it and takes it away. (completed)",
