file,length_offset,text_offset,byte_length,original_text,translation
.\pal4-pack-tool\ToBeCompressed-script\Q01.csb,143434,143438,68,云天河：我不明白，不是说好了吗？以后一起住在青鸾峰……怎么你又要走？,Yun Tianhe: I don't understand. Didn't we agree? To live together on Qingluan Peak from now on... Why are you leaving again?
.\pal4-pack-tool\ToBeCompressed-script\Q01.csb,143515,143519,38,韩菱纱：……我听见了，你和紫英的话……,Han Lingsha: ... I heard your conversation with Ziying...
.\pal4-pack-tool\ToBeCompressed-script\Q01.csb,143566,143570,22,云天河：……！那是——,Yun Tianhe: ...! That's-
.\pal4-pack-tool\ToBeCompressed-script\Q01.csb,143601,143605,36,韩菱纱：不要瞒我……也别安慰我好吗？,"Han Lingsha: Don't hide it from me... and don't comfort me, okay?"
.\pal4-pack-tool\ToBeCompressed-script\Q01.csb,143650,143654,86,韩菱纱：其实……你和紫英，你们不用这样痛苦……只要我把自己杀了，所有的一切不都结束了？,"Han Lingsha: Actually... you and Ziying, you don't have to suffer like this... If I just kill myself, wouldn't everything end?"
.\pal4-pack-tool\ToBeCompressed-script\Q01.csb,143749,143753,32,云天河：菱纱……你在乱说什么……,Yun Tianhe: Lingsha... What nonsense are you talking about...
.\pal4-pack-tool\ToBeCompressed-script\Q01.csb,143794,143798,28,云天河：这、这怎么可以？！！,"Yun Tianhe: This, this can't be?!!"
.\pal4-pack-tool\ToBeCompressed-script\Q01.csb,143835,143839,110,韩菱纱：……我只想找个地方，静静了结自己的性命……日子久了，你和紫英会慢慢把我忘记的，忘记了，就不会再伤心……,"Han Lingsha: ... I just want to find a place to quietly end my life... Over time, you and Ziying will slowly forget me. Once forgotten, there will be no more sorrow..."
.\pal4-pack-tool\ToBeCompressed-script\Q01.csb,143958,143962,50,云天河：别说了！你跟我回去，好好休息，别再想这些！,"Yun Tianhe: Stop talking! Come back with me, rest well, and don't think about these things anymore!"
.\pal4-pack-tool\ToBeCompressed-script\Q01.csb,144021,144025,66,韩菱纱：……可是，人一旦要死了，反而会多很多牵挂，想起从前的事……,"Han Lingsha: ... But when a person is about to die, they suddenly have many more attachments, remembering things from the past..."
.\pal4-pack-tool\ToBeCompressed-script\Q01.csb,144100,144104,94,韩菱纱：第一次见梦璃，我想世上怎么会有这样漂亮的人，只可惜是个任性的大小姐，把人耍得团团转……,"Han Lingsha: When I first saw Mengli, I thought how could there be such a beautiful person in the world? It's just a pity she's a willful young lady, making people run in circles..."
.\pal4-pack-tool\ToBeCompressed-script\Q01.csb,144207,144211,91,韩菱纱：……在太一仙径的时候，我们虽然是被紫英救了，却也被他数落了几句，把我气得直跳脚…… ,"Han Lingsha: ... In the Taiyi Immortal Path, although we were saved by Ziying, he also scolded us a few times, making me so angry I was hopping mad..."
.\pal4-pack-tool\ToBeCompressed-script\Q01.csb,144311,144315,88,韩菱纱：……可有些事情，就算开始的时候乱七八糟，最后却变成了无论如何也不想忘掉的回忆……,"Han Lingsha: ... But some things, even if they start out all messy, end up becoming memories you absolutely don't want to forget..."
.\pal4-pack-tool\ToBeCompressed-script\Q01.csb,144421,144425,56,韩菱纱：出来这么久了，不晓得故乡的亲人有没有盼我回去……,Han Lingsha: We've been away for so long. I wonder if my family back home is hoping for my return...
.\pal4-pack-tool\ToBeCompressed-script\Q01.csb,144500,144504,58,韩菱纱：这些……我通通舍不得、放不下……我是不是太贪心了？,"Han Lingsha: All these... I can't bear to part with any of them, can't let go... Am I too greedy?"
.\pal4-pack-tool\ToBeCompressed-script\Q01.csb,144571,144575,38,云天河：舍不得的话，为什么还要说死？！,"Yun Tianhe: If you can't bear to part, why even talk about dying?!"
.\pal4-pack-tool\ToBeCompressed-script\Q01.csb,144622,144626,36,韩菱纱：正因为舍不得，才只能这样……,"Han Lingsha: Precisely because I can't bear to, it has to be this way..."
.\pal4-pack-tool\ToBeCompressed-script\Q01.csb,144671,144675,83,韩菱纱：天河，我不像你和紫英那么强，我还有什么其他的办法，能保护自己想保护的人呢？ ,"Han Lingsha: Tianhe, I'm not as strong as you and Ziying. What other ways do I have to protect those I want to protect?"
.\pal4-pack-tool\ToBeCompressed-script\Q01.csb,144767,144771,56,云天河：不对！是我要保护你，要是做不到，我就太没用了……,"Yun Tianhe: Wrong! I should protect you, if I can't do that, I'm too useless..."
.\pal4-pack-tool\ToBeCompressed-script\Q01.csb,144836,144840,42,韩菱纱：……你知道我最放不下的，是什么吗？,Han Lingsha: ... Do you know what I can't let go of most?
.\pal4-pack-tool\ToBeCompressed-script\Q01.csb,144891,144895,122,韩菱纱：……有一天，我误打误撞进到一个山洞里，在那里遇上一个人，看着还挺顺眼的，脑袋却不怎么灵光，居然把我当成了山猪精……,"Han Lingsha: ... One day, I accidentally stumbled into a cave and met a person there. He looked quite pleasing to the eye, but his head wasn't very bright-he actually mistook me for a mountain boar spirit..."
.\pal4-pack-tool\ToBeCompressed-script\Q01.csb,145026,145030,14,云天河：……！,Yun Tianhe: ...!
.\pal4-pack-tool\ToBeCompressed-script\Q01.csb,145053,145057,66,韩菱纱：我那时就觉得，这真是个傻子，呆呆的，怕是被人卖了都不知道。,"Han Lingsha: Back then, I thought, what a fool, so clueless, probably wouldn't know if he was being sold."
.\pal4-pack-tool\ToBeCompressed-script\Q01.csb,145132,145136,84,韩菱纱：和他一起下山闯荡，就只是觉得好玩，虽然他常常做出些吓到人的事，让我收烂摊……,"Han Lingsha: Going down the mountain to adventure with him, I just thought it was fun. Although he often does things that scare people, leaving me to clean up the mess..."
.\pal4-pack-tool\ToBeCompressed-script\Q01.csb,145229,145233,116,韩菱纱：渐渐地，我越来越把他放在心上，总想着……要是哪一天没有了我，谁来照顾他，他那么呆，一定会被人骗、被人欺负……,"Han Lingsha: Gradually, I cared about him more and more, always thinking... if one day I were gone, who would take care of him? He's so clueless, he'd definitely get tricked or bullied..."
.\pal4-pack-tool\ToBeCompressed-script\Q01.csb,145365,145369,16,云天河：菱纱……,Yun Tianhe: Lingsha...
.\pal4-pack-tool\ToBeCompressed-script\Q01.csb,145394,145398,78,韩菱纱：其实，那都是些借口，他已经比以前懂事好多，是我……是我自己离不开他……,"Han Lingsha: Actually, those are all excuses. He's become much more sensible than before. It's me... I'm the one who can't let go..."
.\pal4-pack-tool\ToBeCompressed-script\Q01.csb,145485,145489,86,云天河：不是，菱纱……不是这样！我知道自己笨，没有你的话，很多事都做不成，你不要走……,"Yun Tianhe: No, Lingsha... it's not like that! I know I'm dumb. Without you, I couldn't do many things. Don't go..."
.\pal4-pack-tool\ToBeCompressed-script\Q01.csb,145584,145588,98,韩菱纱：就算没有望舒剑，我也注定是要短命的……为了那短短几年阳寿，真的值得你和玄霄拼个你死我活吗？,"Han Lingsha: Even without Wangshu Sword, I was destined to have a short life... Is it really worth it for you and Xuanxiao to fight to the death over just a few extra years of life?"
.\pal4-pack-tool\ToBeCompressed-script\Q01.csb,145695,145699,56,云天河：我和紫英不是去拼命！是……是去劝玄霄放弃飞升……,Yun Tianhe: Ziying and I aren't going to fight to the death! We're... going to persuade Xuanxiao to give up ascension...
.\pal4-pack-tool\ToBeCompressed-script\Q01.csb,145764,145768,44,韩菱纱：……劝他放弃？你……你真的是笨蛋……,Han Lingsha: ... Persuade him to give up? You... you really are an idiot...
.\pal4-pack-tool\ToBeCompressed-script\Q01.csb,145821,145825,110,韩菱纱：……我的一条命，能救很多人……如果琼华派数百年基业，真的毁在玄霄手里，我们要怎么面对青阳长老的嘱托……,"Han Lingsha: ... My life can save many... If the centuries-old foundation of Qionghua Sect is truly destroyed by Xuanxiao, how can we face Elder Qingyang's last wish..."
.\pal4-pack-tool\ToBeCompressed-script\Q01.csb,145944,145948,82,慕容紫英：若是唯你一死，方能解我派之灾，那琼华派即使无恙，往后又有何颜面存于世间？,"Murong Ziying: If only your death could avert our sect's disaster, then even if Qionghua Sect remains unharmed, what dignity would it have to stand in this world thereafter?"
.\pal4-pack-tool\ToBeCompressed-script\Q01.csb,146039,146043,20,韩菱纱：……紫英……,Han Lingsha: ... Ziying...
.\pal4-pack-tool\ToBeCompressed-script\Q01.csb,146072,146076,80,慕容紫英：抱歉，我无意旁听……只是在山下没找见你，回到山上找，听见树屋有人声……,"Murong Ziying: Apologies, I didn't mean to eavesdrop... I just couldn't find you down the mountain, returned to search, and heard voices in the treehouse..."
.\pal4-pack-tool\ToBeCompressed-script\Q01.csb,146165,146169,28,韩菱纱：对不起，害你担心……,Han Lingsha: Sorry for making you worry...
.\pal4-pack-tool\ToBeCompressed-script\Q01.csb,146213,146217,128,慕容紫英：菱纱，你可知你求得一死，也只不过令琼华派暂时无法飞升，但望舒剑还在师叔手中，他只需寻到合适的宿体，今日之局又会重演……,"Murong Ziying: Lingsha, do you realize that even if you seek death, it will only temporarily prevent Qionghua Sect from ascending? But Wangshu Sword is still in the Sect Elder's hands. He just needs to find a suitable host, and today's situation will repeat..."
.\pal4-pack-tool\ToBeCompressed-script\Q01.csb,146354,146358,40,韩菱纱：但是……想找到宿体，一定很难吧？,"Han Lingsha: But... it must be very difficult to find a host body, right?"
.\pal4-pack-tool\ToBeCompressed-script\Q01.csb,146407,146411,84,韩菱纱：能拖多久就是多久，说不定、说不定那段日子里，就能发现其他阻止玄霄的办法了……,"Han Lingsha: Delay as long as possible. Maybe, just maybe, during that time, we can discover other ways to stop Xuanxiao..."
.\pal4-pack-tool\ToBeCompressed-script\Q01.csb,146504,146508,122,慕容紫英：纵然有此可能，但师叔只会入魔更深，力量更加不可控制，他若带着双剑踏遍天下，寻找宿体，不知将会引出多少腥风血雨……,"Murong Ziying: Even if that's possible, Martial Uncle will only fall deeper into demonic ways, his power becoming even more uncontrollable. If he roams the world with the dual swords, seeking hosts, who knows how much bloodshed he'll cause..."
.\pal4-pack-tool\ToBeCompressed-script\Q01.csb,146648,146652,36,韩菱纱：……或许……真的会这样吧……,Han Lingsha: ... Perhaps... it really will be like that...
.\pal4-pack-tool\ToBeCompressed-script\Q01.csb,146697,146701,102,慕容紫英：被羲和剑之力吞噬的宿主，将变得嗜血狂乱，直到完全迷失心智，师叔如今的样子，也已相差无几了……,"Murong Ziying: A host consumed by the power of Xihe Sword will become bloodthirsty and frenzied, until completely losing their mind. Martial Uncle's current state is already not far from that..."
.\pal4-pack-tool\ToBeCompressed-script\Q01.csb,146827,146831,96,云天河：菱纱，你别再乱想了……所有的事，都在玄霄身上，只要他还有升仙的念头，别人做什么都没用……,"Yun Tianhe: Lingsha, stop overthinking... Everything depends on Xuanxiao. As long as he still wants to ascend to immortality, nothing anyone else does will matter..."
.\pal4-pack-tool\ToBeCompressed-script\Q01.csb,146952,146956,54,云天河：……天已经快亮了，等天一亮，我就御剑去琼华派。,"Yun Tianhe: ... It's almost dawn. Once the sky brightens, I'll ride my sword to Qionghua Sect."
.\pal4-pack-tool\ToBeCompressed-script\Q01.csb,147019,147023,60,云天河：不能再等下去，要是玄霄和夙瑶已经做成剑柱，就太迟了！,"Yun Tianhe: Can't wait any longer. If Xuanxiao and Suyao have already completed the sword pillars, it'll be too late!"
.\pal4-pack-tool\ToBeCompressed-script\Q01.csb,147099,147103,24,云天河：我会劝他放弃……,Yun Tianhe: I'll persuade him to give up...
.\pal4-pack-tool\ToBeCompressed-script\Q01.csb,147136,147140,24,韩菱纱：如果他不愿意呢？,Han Lingsha: What if he's unwilling?
.\pal4-pack-tool\ToBeCompressed-script\Q01.csb,147173,147177,18,云天河：我…………,Yun Tianhe: I......
.\pal4-pack-tool\ToBeCompressed-script\Q01.csb,147204,147208,30,云天河：我……会……会杀了他！,Yun Tianhe: I... will... will kill him!
.\pal4-pack-tool\ToBeCompressed-script\Q01.csb,147247,147251,38,韩菱纱：天河……你让你自己太痛苦了……,Han Lingsha: Tianhe... You're making yourself suffer too much...
.\pal4-pack-tool\ToBeCompressed-script\Q01.csb,147298,147302,38,云天河：不要再说了……没有别的方法……,Yun Tianhe: Don't say anymore... There's no other way...
.\pal4-pack-tool\ToBeCompressed-script\Q01.csb,147356,147360,30,韩菱纱：……那，我和你一起去。,"Han Lingsha: ... Then, I'll go with you."
.\pal4-pack-tool\ToBeCompressed-script\Q01.csb,147399,147403,50,云天河：不，你留在青鸾峰，让紫英和“梦璃”照顾你！,"Yun Tianhe: No, you stay on Qingluan Peak. Let Ziying and 'Mengli' take care of you!"
.\pal4-pack-tool\ToBeCompressed-script\Q01.csb,147462,147466,58,韩菱纱：不行，到现在你还想把我丢下？！你去，我就一定要去！,"Han Lingsha: No way, you still want to leave me behind now?! If you go, I'm definitely going too!"
.\pal4-pack-tool\ToBeCompressed-script\Q01.csb,147533,147537,14,云天河：菱纱！,Yun Tianhe: Lingsha!
.\pal4-pack-tool\ToBeCompressed-script\Q01.csb,147576,147580,14,云天河：你……,Yun Tianhe: You...
.\pal4-pack-tool\ToBeCompressed-script\Q01.csb,147610,147614,66,慕容紫英：……也罢，我们就一起去琼华派，也免得彼此担心，反而误事。,"Murong Ziying: ... Fine then, let's go to Qionghua Sect together, so we won't worry about each other and cause trouble."
.\pal4-pack-tool\ToBeCompressed-script\Q01.csb,147689,147693,98,慕容紫英：菱纱的状况时好时坏，若是突然发作起来，天河你可以及时替她运功驱寒……不然我也难料后果……,"Murong Ziying: Lingsha's condition fluctuates. If it suddenly worsens, Tianhe, you can promptly channel energy to dispel her coldness... Otherwise, the consequences are unpredictable..."
.\pal4-pack-tool\ToBeCompressed-script\Q01.csb,147809,147813,80,韩菱纱：我们这三个好朋友既然都替彼此着想，也放心不下彼此，不如就一起去，不是吗？,"Han Lingsha: Since we three good friends all care for each other and worry about each other, why not just go together, right?"
.\pal4-pack-tool\ToBeCompressed-script\Q01.csb,147918,147922,86,韩菱纱：放心吧，天河你每次都瞻前顾后，后来还不是没事？别瞧不起人了，我能照顾好自己的。,"Han Lingsha: Don't worry, Tianhe, you always hesitate, but things turn out fine. Don't look down on me, I can take care of myself."
.\pal4-pack-tool\ToBeCompressed-script\Q01.csb,148017,148021,34,云天河：哎呀！！我真是说不过你……,Yun Tianhe: Aiya!! I really can't argue with you...
.\pal4-pack-tool\ToBeCompressed-script\Q01.csb,148064,148068,46,云天河：那好吧，身体不舒服的话，要马上告诉我！,"Yun Tianhe: Alright then. If you feel unwell, tell me right away!"
.\pal4-pack-tool\ToBeCompressed-script\Q01.csb,148123,148127,18,韩菱纱：知道了啦。,"Han Lingsha: Got it, got it."
.\pal4-pack-tool\ToBeCompressed-script\Q01.csb,148161,148165,149,慕容紫英：我们即刻动身。不知琼华派的结界有无撤去，<colour red=255 green=187 blue=0 alpha=255>先御剑飞往播仙镇，</colour><dc0>到了那里再做打算。</dc0>,"Murong Ziying: We set off immediately. I don't know if Qionghua Sect's barrier has been lifted.<colour red=255 green=187 blue=0 alpha=255> First, ride our swords to Boxian Town,</colour><dc0> and make plans once we arrive there.</dc0>"
.\pal4-pack-tool\ToBeCompressed-script\Q01.csb,148314,148318,48,韩菱纱：先回小木屋吧，看看天河找到那本书了没有～,"Han Lingsha: Let's return to the small cabin first, see if Tianhe found that book~"
.\pal4-pack-tool\ToBeCompressed-script\Q01.csb,148366,148370,26,云天河：先回屋看看菱纱吧。,Yun Tianhe: First go back to check on Lingsha.
.\pal4-pack-tool\ToBeCompressed-script\Q01.csb,148396,148400,103,云天河：已经晚了，还是<colour red=255 green=187 blue=0 alpha=255>回屋去看看菱纱吧</colour><dc0>。</dc0>,"Yun Tianhe: It's already late, better<colour red=255 green=187 blue=0 alpha=255> go back to the cabin and check on Lingsha</colour><dc0>.</dc0>"
.\pal4-pack-tool\ToBeCompressed-script\Q01.csb,148503,148507,102,云天河：那边已经是下山的路了，我先<colour red=255 green=187 blue=0 alpha=255>在山上找菱纱……</colour>,Yun Tianhe: That way is already the path down the mountain. I'll<colour red=255 green=187 blue=0 alpha=255> look for Lingsha on the mountain first...</colour>
.\pal4-pack-tool\ToBeCompressed-script\Q01.csb,148609,148613,4,1.是,1.Yes
.\pal4-pack-tool\ToBeCompressed-script\Q01.csb,148617,148621,4,2.否,2.No
.\pal4-pack-tool\ToBeCompressed-script\Q01.csb,148625,148629,87,　　　　是否要<colour red=255 green=102 blue=0 alpha=255>休息</colour><dc0>一下？</dc0>,Do you want to <colour red=255 green=102 blue=0 alpha=255>rest</colour><dc0> for a while?</dc0>
.\pal4-pack-tool\ToBeCompressed-script\Q01.csb,148716,148720,144,人物<colour red=255 green=187 blue=0 alpha=255>精</colour><dc0>、</dc0><colour red=255 green=187 blue=0 alpha=255>神</colour><dc0>回复满值</dc0>,Character's <colour red=255 green=187 blue=0 alpha=255>HP</colour><dc0> and </dc0><colour red=255 green=187 blue=0 alpha=255>MP</colour><dc0> fully restored</dc0>
.\pal4-pack-tool\ToBeCompressed-script\Q02.csb,86577,86581,26,云天河：还是不要进去为好。,Yun Tianhe: It's better not to go in.
.\pal4-pack-tool\ToBeCompressed-script\Q02.csb,86646,86650,12,1.去紫云架  ,1. Go to Violet Ledge
.\pal4-pack-tool\ToBeCompressed-script\Q02.csb,86662,86666,12,2.御剑飞行  ,2. Sword Flight
.\pal4-pack-tool\ToBeCompressed-script\Q02.csb,86678,86682,12,3.什么都不做,3. Do Nothing
.\pal4-pack-tool\ToBeCompressed-script\Q02.csb,86694,86698,155,   准备<colour red=255 green=102 blue=0 alpha=255>去紫云架</colour><dc0>还是</dc0><colour red=255 green=102 blue=0 alpha=255>御剑飞行</colour><dc0>？</dc0>,Proceed to?
.\pal4-pack-tool\ToBeCompressed-script\Q02.csb,86877,86881,12,1.去巢湖    ,1. Go to Chao Lake
.\pal4-pack-tool\ToBeCompressed-script\Q02.csb,86893,86897,155,     准备<colour red=255 green=102 blue=0 alpha=255>去巢湖</colour><dc0>还是</dc0><colour red=255 green=102 blue=0 alpha=255>御剑飞行</colour><dc0>？</dc0>,Proceed to?
.\pal4-pack-tool\ToBeCompressed-script\Q02.csb,87052,87056,36,云天河：这边是仓库，就不要进去了吧。,"Yun Tianhe: This side is the warehouse, better not go in."
.\pal4-pack-tool\ToBeCompressed-script\Q02.csb,87258,87262,40,云天河：哇～～～～～～人好多！这么多人！,Yun Tianhe: Wow~~~~~~ so many people! So many!
.\pal4-pack-tool\ToBeCompressed-script\Q02.csb,87318,87322,26,男孩：王大哥跳舞跳得真好！,Boy: Brother Wang dances so well!
.\pal4-pack-tool\ToBeCompressed-script\Q02.csb,87357,87361,84,青年：什么跳舞……小孩子不懂别乱讲，王大哥这是扮钟馗打鬼，等下还得去祠堂前的戏台上。,Youth: What dancing... children shouldn't speak nonsense if they don't understand. Brother Wang is playing Zhong Kui to beat the ghosts; later he still has to go to the stage in front of the ancestral hall.
.\pal4-pack-tool\ToBeCompressed-script\Q02.csb,87469,87473,34,韩菱纱：大惊小怪，没见过人多啊……,"Han Lingsha: Making a fuss, never seen so many people before..."
.\pal4-pack-tool\ToBeCompressed-script\Q02.csb,87531,87535,42,云天河：是、是没见过啊，人原来这么多啊……,"Yun Tianhe: Y-yes, I've never seen so many people before..."
.\pal4-pack-tool\ToBeCompressed-script\Q02.csb,87594,87598,14,韩菱纱：唉……,Han Lingsha: Sigh...
.\pal4-pack-tool\ToBeCompressed-script\Q02.csb,87621,87625,40,韩菱纱：土包子别东张西望，小心招来麻烦～,"Han Lingsha: Country bumpkin, don't gawk around, you might attract trouble~"
.\pal4-pack-tool\ToBeCompressed-script\Q02.csb,87689,87693,90,云天河：快看！中间那个！那个穿红衣的，是他们的大王？……啊，他们走了，往另一个方向去了……,"Yun Tianhe: Look! The one in the middle! The one in red-is that their king? ...Ah, they're leaving, heading in another direction..."
.\pal4-pack-tool\ToBeCompressed-script\Q02.csb,87792,87796,36,韩菱纱：（……根本没在听我说话……）,Han Lingsha: (...He's not listening to me at all...)
.\pal4-pack-tool\ToBeCompressed-script\Q02.csb,87841,87845,34,韩菱纱：什么大王小鬼？又在说傻话？,Han Lingsha: What king or little ghost? Talking nonsense again?
.\pal4-pack-tool\ToBeCompressed-script\Q02.csb,87895,87899,104,云天河：呵呵，原来你不懂啊？猴群里的猴子都会跟着最厉害的猴王。那个红衣服的要不是老大，干嘛一堆人围着他？,"Yun Tianhe: Hehe, so you don't understand? In a monkey troop, all the monkeys follow the strongest monkey king. If that guy in red isn't the boss, why would a bunch of people surround him?"
.\pal4-pack-tool\ToBeCompressed-script\Q02.csb,88027,88031,38,韩菱纱：傻瓜，我看你干脆去当猴子算了！,"Han Lingsha: Fool, I think you might as well go be a monkey!"
.\pal4-pack-tool\ToBeCompressed-script\Q02.csb,88078,88082,114,韩菱纱：你记住了，山下和山上不一样，不是只比谁的拳头硬，凡事都要讲个规矩，就像老百姓要听当官的，当官的要听皇帝的。,"Han Lingsha: Remember, it's different down the mountain than up. It's not just about who has the hardest fists. Everything has its rules, just like commoners obey officials, and officials obey the emperor."
.\pal4-pack-tool\ToBeCompressed-script\Q02.csb,88212,88216,46,云天河：那个叫“黄弟”的，很厉害吗？剑法如何？,Yun Tianhe: Is that 'The Emperor' guy really powerful? How's his swordsmanship?
.\pal4-pack-tool\ToBeCompressed-script\Q02.csb,88271,88275,100,韩菱纱：我又没见过皇帝，哪知道他会不会使剑啊。反正他权力很大，只要一声令下，成千上万的人都得掉脑袋。,"Han Lingsha: I've never met the emperor, how would I know if he wields a sword? His power is immense-one order and thousands lose heads."
.\pal4-pack-tool\ToBeCompressed-script\Q02.csb,88384,88388,54,云天河：这么厉害？那不是已经到了爹说的以气御剑的境界？,Yun Tianhe: That powerful? Has he reached the level controlling Sword with Qi that Father mentioned?
.\pal4-pack-tool\ToBeCompressed-script\Q02.csb,88458,88462,32,韩菱纱：哎呀～根本不是一回事嘛。,Han Lingsha: Oh dear~ That's not the same thing at all.
.\pal4-pack-tool\ToBeCompressed-script\Q02.csb,88503,88507,82,韩菱纱：少问一些有的没的，天色不早了，我们先找个地方歇息，然后商量接下来要去哪里。,"Han Lingsha: Stop asking pointless questions. It's getting late; let's find a place to rest first, then discuss where to go next."
.\pal4-pack-tool\ToBeCompressed-script\Q02.csb,88598,88602,58,云天河：找地方？不用找啦，这儿这么多房子，我随便睡哪都行。,"Yun Tianhe: Find a place? No need to look, there are so many houses here, I can sleep anywhere."
.\pal4-pack-tool\ToBeCompressed-script\Q02.csb,88683,88687,32,韩菱纱：天呐～～傻瓜傻瓜大傻瓜！,"Han Lingsha: Heavens~~ Fool, fool, big fool!"
.\pal4-pack-tool\ToBeCompressed-script\Q02.csb,88736,88740,64,韩菱纱：房子再多也是别人的，主人不同意你就进去住，是想做强盗啊？,"Han Lingsha: No matter how many houses there are, they belong to others. Moving in without the owner's permission, are you trying to be a robber?"
.\pal4-pack-tool\ToBeCompressed-script\Q02.csb,88813,88817,14,云天河：……？,Yun Tianhe: ...?
.\pal4-pack-tool\ToBeCompressed-script\Q02.csb,88840,88844,98,韩菱纱：停——！接下来你别问我“强盗”是什么，反正在山下你都不懂，一个不懂和两个三个不懂也没差啦。,"Han Lingsha: Stop-! Don't ask me what a 'robber' is next. Since you didn't understand it down the mountain, one thing you don't know versus two or three makes no difference."
.\pal4-pack-tool\ToBeCompressed-script\Q02.csb,88959,88963,34,云天河：哦……饿死了，我想吃东西。,"Yun Tianhe: Oh...Starving, I want to eat something."
.\pal4-pack-tool\ToBeCompressed-script\Q02.csb,89006,89010,44,韩菱纱：哼，别满嘴死啊死的，你哪有这么虚弱！,"Han Lingsha: Hmph, stop talking about death all the time, you're not that weak!"
.\pal4-pack-tool\ToBeCompressed-script\Q02.csb,89063,89067,57,韩菱纱：这太平村地方小，也没客栈，我们借住在村长家好了。 ,"Han Lingsha: This Taiping Village is small, with no inns. Let's stay at the village chief's house."
.\pal4-pack-tool\ToBeCompressed-script\Q02.csb,89133,89137,28,云天河：村长家有好东西吃吗？,Yun Tianhe: Does the village chief's house have good food?
.\pal4-pack-tool\ToBeCompressed-script\Q02.csb,89181,89185,56,韩菱纱：……唉，我现在就去找村长，你别跟来了，免得添乱。,"Han Lingsha: ... Sigh, I'm going to find the village chief now. Don't follow me, you'll just cause trouble."
.\pal4-pack-tool\ToBeCompressed-script\Q02.csb,89250,89254,32,云天河：那我去看那个穿红衣服的～,Yun Tianhe: Then I'll go look at the one in red clothes~
.\pal4-pack-tool\ToBeCompressed-script\Q02.csb,89309,89313,12,韩菱纱：……,Han Lingsha: ...
.\pal4-pack-tool\ToBeCompressed-script\Q02.csb,89334,89338,58,韩菱纱：听好了！有什么事等我回来再说，不～许～惹～麻～烦！,"Han Lingsha: Listen up! Whatever it is, wait until I get back to talk about it, do~not~cause~trouble!"
.\pal4-pack-tool\ToBeCompressed-script\Q02.csb,89405,89409,30,云天河：哦，那些人我又不认识。,"Yun Tianhe: Oh, I don't know those people anyway."
.\pal4-pack-tool\ToBeCompressed-script\Q02.csb,89448,89452,38,韩菱纱：（哼，就是不认识，才更麻烦。）,"Han Lingsha: (Hmph, it's precisely because we don't know them that it's more troublesome.)"
.\pal4-pack-tool\ToBeCompressed-script\Q02.csb,89499,89503,32,韩菱纱：我走了，记得你答应的话！,"Han Lingsha: I'm leaving, remember what you promised!"
.\pal4-pack-tool\ToBeCompressed-script\Q02.csb,89587,89591,26,李慎：又香又好吃的粽子咧～,Li Shen: Fragrant and delicious zongzi~
.\pal4-pack-tool\ToBeCompressed-script\Q02.csb,89626,89630,48,李慎：只有端午节才吃的到，过了这村可就没这店了！,"Li Shen: You can only eat these during the Dragon Boat Festival. Miss this chance, and it's gone!"
.\pal4-pack-tool\ToBeCompressed-script\Q02.csb,89687,89691,27,李慎：嘿嘿，小哥尝尝看吧。 ,"Li Shen: Hehe, young man, have a taste."
.\pal4-pack-tool\ToBeCompressed-script\Q02.csb,89727,89731,25,云天河：这个，真的好吃？ ,"Yun Tianhe: This, is it really tasty?"
.\pal4-pack-tool\ToBeCompressed-script\Q02.csb,89765,89769,78,李慎：哈哈，那当然！看你打扮是附近村子的猎户吧，居然不清楚我李家这块大好招牌～,"Li Shen: Haha, of course! Judging by your attire, you're a hunter from a nearby village, yet you don't know about my Li family's renowned reputation~"
.\pal4-pack-tool\ToBeCompressed-script\Q02.csb,89856,89860,118,李慎：我们村里还有个习俗，每年端午就有扮钟馗、斩小鬼的戏目，谢他老人家保佑平安。一边吃粽子，一边看戏，真是再好不过了～,"Li Shen: Our village also has a custom: every Dragon Boat Festival, there's a play where someone impersonates Zhong Kui to slay little ghosts, thanking him for protecting our peace. Eating zongzi while watching the play is simply wonderful~"
.\pal4-pack-tool\ToBeCompressed-script\Q02.csb,89987,89991,34,云天河：……原来山下的人不吃烤肉。,Yun Tianhe: ...So people below the mountain don't eat roasted meat.
.\pal4-pack-tool\ToBeCompressed-script\Q02.csb,90034,90038,58,云天河：这玩意怪模怪样，外面壳好像很硬，还绑了绳子，古怪。,"Yun Tianhe: This thing looks weird. The outer shell seems hard, and it's tied with rope-strange."
.\pal4-pack-tool\ToBeCompressed-script\Q02.csb,90112,90116,16,李慎：小哥你……,"Li Shen: Young man, you..."
.\pal4-pack-tool\ToBeCompressed-script\Q02.csb,90165,90169,18,云天河：唔、唔……,"Yun Tianhe: Mm, mm..."
.\pal4-pack-tool\ToBeCompressed-script\Q02.csb,90196,90200,28,云天河：唔，不好吃、不好吃！,"Yun Tianhe: Ugh, not tasty, not tasty!"
.\pal4-pack-tool\ToBeCompressed-script\Q02.csb,90237,90241,42,云天河：三两口就吃完了，外面的壳还嚼不烂！,"Yun Tianhe: Finished in two or three bites, and the outer shell is too tough to chew!"
.\pal4-pack-tool\ToBeCompressed-script\Q02.csb,90292,90296,30,李慎：我说小哥，你和我说笑呢？,"Li Shen: I say, young man, are you joking with me?"
